client_id,Delinquent90
75001,0.03333333333333333
75002,0.5966666666666667
75003,0.0
75004,0.08
75005,0.0
75006,0.016666666666666666
75007,0.0033333333333333335
75008,0.0
75009,0.03
75010,0.05333333333333334
75011,0.19666666666666666
75012,0.03333333333333333
75013,0.08666666666666667
75014,0.013333333333333334
75015,0.35333333333333333
75016,0.25333333333333335
75017,0.14
75018,0.06666666666666667
75019,0.0
75020,0.11333333333333333
75021,0.0
75022,0.08333333333333333
75023,0.06666666666666667
75024,0.0
75025,0.06666666666666667
75026,0.14
75027,0.0
75028,0.0
75029,0.016666666666666666
75030,0.0033333333333333335
75031,0.013333333333333334
75032,0.0
75033,0.03666666666666667
75034,0.03666666666666667
75035,0.0
75036,0.0
75037,0.006666666666666667
75038,0.0
75039,0.0
75040,0.07666666666666666
75041,0.013333333333333334
75042,0.01
75043,0.0033333333333333335
75044,0.01
75045,0.0
75046,0.08333333333333333
75047,0.0033333333333333335
75048,0.013333333333333334
75049,0.22333333333333333
75050,0.22333333333333333
75051,0.0
75052,0.0
75053,0.24333333333333335
75054,0.0033333333333333335
75055,0.02666666666666667
75056,0.02666666666666667
75057,0.016666666666666666
75058,0.07
75059,0.04
75060,0.06333333333333334
75061,0.16
75062,0.01
75063,0.043333333333333335
75064,0.0033333333333333335
75065,0.023333333333333334
75066,0.023333333333333334
75067,0.04
75068,0.02
75069,0.03666666666666667
75070,0.0
75071,0.01
75072,0.06333333333333334
75073,0.03666666666666667
75074,0.04666666666666667
75075,0.07666666666666666
75076,0.013333333333333334
75077,0.0033333333333333335
75078,0.04666666666666667
75079,0.17666666666666667
75080,0.01
75081,0.02
75082,0.13666666666666666
75083,0.006666666666666667
75084,0.03333333333333333
75085,0.006666666666666667
75086,0.006666666666666667
75087,0.02
75088,0.006666666666666667
75089,0.0
75090,0.006666666666666667
75091,0.0033333333333333335
75092,0.03333333333333333
75093,0.12
75094,0.006666666666666667
75095,0.0033333333333333335
75096,0.02666666666666667
75097,0.0
75098,0.02666666666666667
75099,0.03333333333333333
75100,0.05333333333333334
75101,0.10333333333333333
75102,0.013333333333333334
75103,0.0033333333333333335
75104,0.0033333333333333335
75105,0.15666666666666668
75106,0.1
75107,0.013333333333333334
75108,0.04666666666666667
75109,0.013333333333333334
75110,0.01
75111,0.0
75112,0.09
75113,0.0
75114,0.0
75115,0.0
75116,0.03
75117,0.0
75118,0.0
75119,0.01
75120,0.34
75121,0.0
75122,0.06666666666666667
75123,0.0
75124,0.14333333333333334
75125,0.0
75126,0.006666666666666667
75127,0.0
75128,0.0
75129,0.05333333333333334
75130,0.08
75131,0.12666666666666668
75132,0.02
