recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 07:10:32,FALSE,FALSE,10.96,58.04,872,Sample note 1 at 2025-12-06 07:10:32,telemetry_20251206_071932.csv
2025-12-06 07:11:32,TRUE,TRUE,8.77,-6.93,868,Sample note 2 at 2025-12-06 07:11:32,telemetry_20251206_071932.csv
2025-12-06 07:12:32,TRUE,TRUE,5.23,15.41,67,Sample note 3 at 2025-12-06 07:12:32,telemetry_20251206_071932.csv
2025-12-06 07:13:32,FALSE,TRUE,4.48,-42.26,865,Sample note 4 at 2025-12-06 07:13:32,telemetry_20251206_071932.csv
2025-12-06 07:14:32,TRUE,FALSE,12.07,-44.39,675,Sample note 5 at 2025-12-06 07:14:32,telemetry_20251206_071932.csv
2025-12-06 07:15:32,FALSE,TRUE,4.53,-15.52,982,Sample note 6 at 2025-12-06 07:15:32,telemetry_20251206_071932.csv
2025-12-06 07:16:32,TRUE,FALSE,9.33,-37.97,943,Sample note 7 at 2025-12-06 07:16:32,telemetry_20251206_071932.csv
2025-12-06 07:17:32,TRUE,TRUE,12.08,35.99,703,Sample note 8 at 2025-12-06 07:17:32,telemetry_20251206_071932.csv
2025-12-06 07:18:32,FALSE,TRUE,11.62,-35.68,413,Sample note 9 at 2025-12-06 07:18:32,telemetry_20251206_071932.csv
2025-12-06 07:19:32,TRUE,TRUE,5.05,8.52,142,Sample note 10 at 2025-12-06 07:19:32,telemetry_20251206_071932.csv
