recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 09:50:40,TRUE,TRUE,6.03,30.36,567,Sample note 1 at 2025-12-06 09:50:40,telemetry_20251206_095940.csv
2025-12-06 09:51:40,FALSE,TRUE,10.48,12.33,358,Sample note 2 at 2025-12-06 09:51:40,telemetry_20251206_095940.csv
2025-12-06 09:52:40,TRUE,TRUE,9.65,-14.29,913,Sample note 3 at 2025-12-06 09:52:40,telemetry_20251206_095940.csv
2025-12-06 09:53:40,TRUE,FALSE,7.87,11.93,244,Sample note 4 at 2025-12-06 09:53:40,telemetry_20251206_095940.csv
2025-12-06 09:54:40,FALSE,TRUE,11.11,-41.46,597,Sample note 5 at 2025-12-06 09:54:40,telemetry_20251206_095940.csv
2025-12-06 09:55:40,TRUE,FALSE,10.74,-6.21,616,Sample note 6 at 2025-12-06 09:55:40,telemetry_20251206_095940.csv
2025-12-06 09:56:40,FALSE,TRUE,6.85,20.12,244,Sample note 7 at 2025-12-06 09:56:40,telemetry_20251206_095940.csv
2025-12-06 09:57:40,TRUE,TRUE,12.56,5.18,840,Sample note 8 at 2025-12-06 09:57:40,telemetry_20251206_095940.csv
2025-12-06 09:58:40,FALSE,TRUE,4.23,68.27,266,Sample note 9 at 2025-12-06 09:58:40,telemetry_20251206_095940.csv
2025-12-06 09:59:40,TRUE,FALSE,10.29,-49.94,835,Sample note 10 at 2025-12-06 09:59:40,telemetry_20251206_095940.csv
