recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09 12:14:33,TRUE,FALSE,6.92,-18.45,196,Sample note 1 at 2025-12-09 12:14:33,telemetry_20251209_122333.csv
2025-12-09 12:15:33,TRUE,FALSE,6.02,56.72,545,Sample note 2 at 2025-12-09 12:15:33,telemetry_20251209_122333.csv
2025-12-09 12:16:33,TRUE,FALSE,5.81,-28.65,853,Sample note 3 at 2025-12-09 12:16:33,telemetry_20251209_122333.csv
2025-12-09 12:17:33,FALSE,TRUE,8.69,44.80,728,Sample note 4 at 2025-12-09 12:17:33,telemetry_20251209_122333.csv
2025-12-09 12:18:33,FALSE,TRUE,9.25,-2.01,647,Sample note 5 at 2025-12-09 12:18:33,telemetry_20251209_122333.csv
2025-12-09 12:19:33,TRUE,FALSE,9.82,31.62,744,Sample note 6 at 2025-12-09 12:19:33,telemetry_20251209_122333.csv
2025-12-09 12:20:33,TRUE,FALSE,5.54,-45.94,71,Sample note 7 at 2025-12-09 12:20:33,telemetry_20251209_122333.csv
2025-12-09 12:21:33,FALSE,TRUE,11.11,41.97,948,Sample note 8 at 2025-12-09 12:21:33,telemetry_20251209_122333.csv
2025-12-09 12:22:33,FALSE,TRUE,9.35,71.81,544,Sample note 9 at 2025-12-09 12:22:33,telemetry_20251209_122333.csv
2025-12-09 12:23:33,TRUE,TRUE,3.58,57.87,10,Sample note 10 at 2025-12-09 12:23:33,telemetry_20251209_122333.csv
