recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T15:44:38Z,ИСТИНА,ЛОЖЬ,12.12,-20.77,4,Sample note 1 at 2025-12-09T15:44:38Z,telemetry_20251209_155338.csv
2025-12-09T15:45:38Z,ИСТИНА,ЛОЖЬ,10.74,-16.18,70,Sample note 2 at 2025-12-09T15:45:38Z,telemetry_20251209_155338.csv
2025-12-09T15:46:38Z,ИСТИНА,ИСТИНА,3.43,-29.44,452,Sample note 3 at 2025-12-09T15:46:38Z,telemetry_20251209_155338.csv
2025-12-09T15:47:38Z,ЛОЖЬ,ЛОЖЬ,4.81,-43.54,959,Sample note 4 at 2025-12-09T15:47:38Z,telemetry_20251209_155338.csv
2025-12-09T15:48:38Z,ЛОЖЬ,ИСТИНА,3.22,50.48,628,Sample note 5 at 2025-12-09T15:48:38Z,telemetry_20251209_155338.csv
2025-12-09T15:49:38Z,ЛОЖЬ,ИСТИНА,4.22,-38.53,806,Sample note 6 at 2025-12-09T15:49:38Z,telemetry_20251209_155338.csv
2025-12-09T15:50:38Z,ИСТИНА,ЛОЖЬ,3.42,-44.43,820,Sample note 7 at 2025-12-09T15:50:38Z,telemetry_20251209_155338.csv
2025-12-09T15:51:38Z,ЛОЖЬ,ЛОЖЬ,11.90,-39.53,257,Sample note 8 at 2025-12-09T15:51:38Z,telemetry_20251209_155338.csv
2025-12-09T15:52:38Z,ИСТИНА,ЛОЖЬ,10.72,34.24,879,Sample note 9 at 2025-12-09T15:52:38Z,telemetry_20251209_155338.csv
2025-12-09T15:53:38Z,ИСТИНА,ЛОЖЬ,9.25,-38.48,753,Sample note 10 at 2025-12-09T15:53:38Z,telemetry_20251209_155338.csv
