recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T20:51:42Z,ЛОЖЬ,ИСТИНА,8.23,47.23,664,Sample note 1 at 2025-12-09T20:51:42Z,telemetry_20251209_210042.csv
2025-12-09T20:52:42Z,ИСТИНА,ЛОЖЬ,8.69,65.87,484,Sample note 2 at 2025-12-09T20:52:42Z,telemetry_20251209_210042.csv
2025-12-09T20:53:42Z,ИСТИНА,ИСТИНА,10.83,3.56,986,Sample note 3 at 2025-12-09T20:53:42Z,telemetry_20251209_210042.csv
2025-12-09T20:54:42Z,ЛОЖЬ,ИСТИНА,10.52,58.84,650,Sample note 4 at 2025-12-09T20:54:42Z,telemetry_20251209_210042.csv
2025-12-09T20:55:42Z,ИСТИНА,ЛОЖЬ,4.07,-34.69,882,Sample note 5 at 2025-12-09T20:55:42Z,telemetry_20251209_210042.csv
2025-12-09T20:56:42Z,ЛОЖЬ,ЛОЖЬ,6.02,27.68,364,Sample note 6 at 2025-12-09T20:56:42Z,telemetry_20251209_210042.csv
2025-12-09T20:57:42Z,ИСТИНА,ЛОЖЬ,8.37,64.31,986,Sample note 7 at 2025-12-09T20:57:42Z,telemetry_20251209_210042.csv
2025-12-09T20:58:42Z,ИСТИНА,ЛОЖЬ,7.08,-46.69,501,Sample note 8 at 2025-12-09T20:58:42Z,telemetry_20251209_210042.csv
2025-12-09T20:59:42Z,ИСТИНА,ИСТИНА,8.84,9.74,29,Sample note 9 at 2025-12-09T20:59:42Z,telemetry_20251209_210042.csv
2025-12-09T21:00:42Z,ИСТИНА,ЛОЖЬ,7.93,44.32,519,Sample note 10 at 2025-12-09T21:00:42Z,telemetry_20251209_210042.csv
