recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T16:10:43Z,ЛОЖЬ,ИСТИНА,3.43,2.39,15,Sample note 1 at 2025-12-09T16:10:43Z,telemetry_20251209_161943.csv
2025-12-09T16:11:43Z,ЛОЖЬ,ИСТИНА,9.38,38.54,866,Sample note 2 at 2025-12-09T16:11:43Z,telemetry_20251209_161943.csv
2025-12-09T16:12:43Z,ЛОЖЬ,ЛОЖЬ,9.67,76.42,447,Sample note 3 at 2025-12-09T16:12:43Z,telemetry_20251209_161943.csv
2025-12-09T16:13:43Z,ИСТИНА,ИСТИНА,8.60,-43.98,984,Sample note 4 at 2025-12-09T16:13:43Z,telemetry_20251209_161943.csv
2025-12-09T16:14:43Z,ИСТИНА,ИСТИНА,8.54,48.51,93,Sample note 5 at 2025-12-09T16:14:43Z,telemetry_20251209_161943.csv
2025-12-09T16:15:43Z,ИСТИНА,ЛОЖЬ,3.57,55.22,908,Sample note 6 at 2025-12-09T16:15:43Z,telemetry_20251209_161943.csv
2025-12-09T16:16:43Z,ИСТИНА,ЛОЖЬ,8.78,-13.67,741,Sample note 7 at 2025-12-09T16:16:43Z,telemetry_20251209_161943.csv
2025-12-09T16:17:43Z,ЛОЖЬ,ЛОЖЬ,6.02,-0.50,398,Sample note 8 at 2025-12-09T16:17:43Z,telemetry_20251209_161943.csv
2025-12-09T16:18:43Z,ИСТИНА,ИСТИНА,6.99,-0.02,477,Sample note 9 at 2025-12-09T16:18:43Z,telemetry_20251209_161943.csv
2025-12-09T16:19:43Z,ЛОЖЬ,ИСТИНА,9.27,-12.36,260,Sample note 10 at 2025-12-09T16:19:43Z,telemetry_20251209_161943.csv
