recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 11:05:09,FALSE,FALSE,12.28,27.91,440,Sample note 1 at 2025-12-06 11:05:09,telemetry_20251206_111409.csv
2025-12-06 11:06:09,FALSE,TRUE,12.17,63.97,102,Sample note 2 at 2025-12-06 11:06:09,telemetry_20251206_111409.csv
2025-12-06 11:07:09,TRUE,FALSE,5.85,73.27,207,Sample note 3 at 2025-12-06 11:07:09,telemetry_20251206_111409.csv
2025-12-06 11:08:09,FALSE,FALSE,7.74,11.43,363,Sample note 4 at 2025-12-06 11:08:09,telemetry_20251206_111409.csv
2025-12-06 11:09:09,TRUE,TRUE,7.03,43.72,442,Sample note 5 at 2025-12-06 11:09:09,telemetry_20251206_111409.csv
2025-12-06 11:10:09,TRUE,FALSE,10.35,15.81,828,Sample note 6 at 2025-12-06 11:10:09,telemetry_20251206_111409.csv
2025-12-06 11:11:09,TRUE,TRUE,10.42,45.16,702,Sample note 7 at 2025-12-06 11:11:09,telemetry_20251206_111409.csv
2025-12-06 11:12:09,TRUE,FALSE,9.30,-45.46,590,Sample note 8 at 2025-12-06 11:12:09,telemetry_20251206_111409.csv
2025-12-06 11:13:09,FALSE,TRUE,7.98,44.52,249,Sample note 9 at 2025-12-06 11:13:09,telemetry_20251206_111409.csv
2025-12-06 11:14:09,FALSE,TRUE,9.35,-47.94,944,Sample note 10 at 2025-12-06 11:14:09,telemetry_20251206_111409.csv
