recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T16:14:27Z,ИСТИНА,ИСТИНА,6.56,37.50,900,Sample note 1 at 2025-12-09T16:14:27Z,telemetry_20251209_162327.csv
2025-12-09T16:15:27Z,ИСТИНА,ЛОЖЬ,3.61,31.60,980,Sample note 2 at 2025-12-09T16:15:27Z,telemetry_20251209_162327.csv
2025-12-09T16:16:27Z,ИСТИНА,ИСТИНА,9.26,-36.10,403,Sample note 3 at 2025-12-09T16:16:27Z,telemetry_20251209_162327.csv
2025-12-09T16:17:27Z,ЛОЖЬ,ЛОЖЬ,11.55,64.47,84,Sample note 4 at 2025-12-09T16:17:27Z,telemetry_20251209_162327.csv
2025-12-09T16:18:27Z,ЛОЖЬ,ЛОЖЬ,12.20,-45.96,278,Sample note 5 at 2025-12-09T16:18:27Z,telemetry_20251209_162327.csv
2025-12-09T16:19:27Z,ИСТИНА,ЛОЖЬ,12.58,70.94,98,Sample note 6 at 2025-12-09T16:19:27Z,telemetry_20251209_162327.csv
2025-12-09T16:20:27Z,ЛОЖЬ,ЛОЖЬ,11.90,55.17,938,Sample note 7 at 2025-12-09T16:20:27Z,telemetry_20251209_162327.csv
2025-12-09T16:21:27Z,ЛОЖЬ,ИСТИНА,10.21,73.20,278,Sample note 8 at 2025-12-09T16:21:27Z,telemetry_20251209_162327.csv
2025-12-09T16:22:27Z,ЛОЖЬ,ИСТИНА,12.10,61.92,681,Sample note 9 at 2025-12-09T16:22:27Z,telemetry_20251209_162327.csv
2025-12-09T16:23:27Z,ЛОЖЬ,ИСТИНА,5.13,48.57,419,Sample note 10 at 2025-12-09T16:23:27Z,telemetry_20251209_162327.csv
