recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T22:48:32Z,ЛОЖЬ,ИСТИНА,7.45,3.52,601,Sample note 1 at 2025-12-09T22:48:32Z,telemetry_20251209_225732.csv
2025-12-09T22:49:32Z,ИСТИНА,ИСТИНА,9.69,36.49,376,Sample note 2 at 2025-12-09T22:49:32Z,telemetry_20251209_225732.csv
2025-12-09T22:50:32Z,ИСТИНА,ИСТИНА,5.33,-6.68,669,Sample note 3 at 2025-12-09T22:50:32Z,telemetry_20251209_225732.csv
2025-12-09T22:51:32Z,ИСТИНА,ИСТИНА,10.99,25.30,887,Sample note 4 at 2025-12-09T22:51:32Z,telemetry_20251209_225732.csv
2025-12-09T22:52:32Z,ЛОЖЬ,ИСТИНА,11.91,23.76,948,Sample note 5 at 2025-12-09T22:52:32Z,telemetry_20251209_225732.csv
2025-12-09T22:53:32Z,ЛОЖЬ,ЛОЖЬ,4.06,58.09,384,Sample note 6 at 2025-12-09T22:53:32Z,telemetry_20251209_225732.csv
2025-12-09T22:54:32Z,ЛОЖЬ,ЛОЖЬ,6.89,-10.49,92,Sample note 7 at 2025-12-09T22:54:32Z,telemetry_20251209_225732.csv
2025-12-09T22:55:32Z,ИСТИНА,ЛОЖЬ,9.27,-37.46,610,Sample note 8 at 2025-12-09T22:55:32Z,telemetry_20251209_225732.csv
2025-12-09T22:56:32Z,ЛОЖЬ,ИСТИНА,3.93,-39.25,333,Sample note 9 at 2025-12-09T22:56:32Z,telemetry_20251209_225732.csv
2025-12-09T22:57:32Z,ЛОЖЬ,ИСТИНА,4.89,-30.55,107,Sample note 10 at 2025-12-09T22:57:32Z,telemetry_20251209_225732.csv
