recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09 12:24:40,FALSE,FALSE,6.09,38.39,945,Sample note 1 at 2025-12-09 12:24:40,telemetry_20251209_123340.csv
2025-12-09 12:25:40,FALSE,FALSE,8.44,71.36,615,Sample note 2 at 2025-12-09 12:25:40,telemetry_20251209_123340.csv
2025-12-09 12:26:40,TRUE,TRUE,9.26,-37.76,187,Sample note 3 at 2025-12-09 12:26:40,telemetry_20251209_123340.csv
2025-12-09 12:27:40,FALSE,TRUE,10.19,-36.76,565,Sample note 4 at 2025-12-09 12:27:40,telemetry_20251209_123340.csv
2025-12-09 12:28:40,FALSE,TRUE,10.35,19.68,69,Sample note 5 at 2025-12-09 12:28:40,telemetry_20251209_123340.csv
2025-12-09 12:29:40,TRUE,TRUE,7.79,0.77,681,Sample note 6 at 2025-12-09 12:29:40,telemetry_20251209_123340.csv
2025-12-09 12:30:40,FALSE,TRUE,4.86,-1.74,613,Sample note 7 at 2025-12-09 12:30:40,telemetry_20251209_123340.csv
2025-12-09 12:31:40,FALSE,FALSE,12.45,56.74,48,Sample note 8 at 2025-12-09 12:31:40,telemetry_20251209_123340.csv
2025-12-09 12:32:40,FALSE,FALSE,7.63,-36.24,45,Sample note 9 at 2025-12-09 12:32:40,telemetry_20251209_123340.csv
2025-12-09 12:33:40,TRUE,FALSE,9.15,77.65,424,Sample note 10 at 2025-12-09 12:33:40,telemetry_20251209_123340.csv
