recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 11:10:09,TRUE,FALSE,9.11,3.51,884,Sample note 1 at 2025-12-06 11:10:09,telemetry_20251206_111909.csv
2025-12-06 11:11:09,TRUE,TRUE,3.77,6.95,194,Sample note 2 at 2025-12-06 11:11:09,telemetry_20251206_111909.csv
2025-12-06 11:12:09,TRUE,TRUE,6.70,13.13,804,Sample note 3 at 2025-12-06 11:12:09,telemetry_20251206_111909.csv
2025-12-06 11:13:09,TRUE,TRUE,9.74,69.38,152,Sample note 4 at 2025-12-06 11:13:09,telemetry_20251206_111909.csv
2025-12-06 11:14:09,FALSE,FALSE,4.67,1.58,731,Sample note 5 at 2025-12-06 11:14:09,telemetry_20251206_111909.csv
2025-12-06 11:15:09,TRUE,FALSE,5.61,79.20,402,Sample note 6 at 2025-12-06 11:15:09,telemetry_20251206_111909.csv
2025-12-06 11:16:09,FALSE,TRUE,3.40,25.50,169,Sample note 7 at 2025-12-06 11:16:09,telemetry_20251206_111909.csv
2025-12-06 11:17:09,FALSE,TRUE,5.17,6.45,91,Sample note 8 at 2025-12-06 11:17:09,telemetry_20251206_111909.csv
2025-12-06 11:18:09,FALSE,TRUE,4.91,-40.19,696,Sample note 9 at 2025-12-06 11:18:09,telemetry_20251206_111909.csv
2025-12-06 11:19:09,TRUE,FALSE,4.25,10.50,506,Sample note 10 at 2025-12-06 11:19:09,telemetry_20251206_111909.csv
