recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09 12:19:33,FALSE,TRUE,9.11,61.21,492,Sample note 1 at 2025-12-09 12:19:33,telemetry_20251209_122833.csv
2025-12-09 12:20:33,TRUE,FALSE,6.97,-28.16,399,Sample note 2 at 2025-12-09 12:20:33,telemetry_20251209_122833.csv
2025-12-09 12:21:33,TRUE,FALSE,8.65,51.95,124,Sample note 3 at 2025-12-09 12:21:33,telemetry_20251209_122833.csv
2025-12-09 12:22:33,FALSE,FALSE,11.85,1.12,161,Sample note 4 at 2025-12-09 12:22:33,telemetry_20251209_122833.csv
2025-12-09 12:23:33,TRUE,FALSE,10.52,0.85,104,Sample note 5 at 2025-12-09 12:23:33,telemetry_20251209_122833.csv
2025-12-09 12:24:33,FALSE,TRUE,11.35,-42.69,764,Sample note 6 at 2025-12-09 12:24:33,telemetry_20251209_122833.csv
2025-12-09 12:25:33,TRUE,TRUE,6.13,20.07,562,Sample note 7 at 2025-12-09 12:25:33,telemetry_20251209_122833.csv
2025-12-09 12:26:33,TRUE,FALSE,8.11,75.08,936,Sample note 8 at 2025-12-09 12:26:33,telemetry_20251209_122833.csv
2025-12-09 12:27:33,TRUE,TRUE,10.20,-9.15,586,Sample note 9 at 2025-12-09 12:27:33,telemetry_20251209_122833.csv
2025-12-09 12:28:33,TRUE,TRUE,5.69,-17.92,991,Sample note 10 at 2025-12-09 12:28:33,telemetry_20251209_122833.csv
