recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T16:03:35Z,ИСТИНА,ЛОЖЬ,10.53,-33.71,224,Sample note 1 at 2025-12-09T16:03:35Z,telemetry_20251209_161235.csv
2025-12-09T16:04:35Z,ЛОЖЬ,ЛОЖЬ,9.25,-45.30,832,Sample note 2 at 2025-12-09T16:04:35Z,telemetry_20251209_161235.csv
2025-12-09T16:05:35Z,ЛОЖЬ,ИСТИНА,11.41,26.28,751,Sample note 3 at 2025-12-09T16:05:35Z,telemetry_20251209_161235.csv
2025-12-09T16:06:35Z,ИСТИНА,ИСТИНА,4.22,-8.38,913,Sample note 4 at 2025-12-09T16:06:35Z,telemetry_20251209_161235.csv
2025-12-09T16:07:35Z,ИСТИНА,ИСТИНА,10.99,71.18,736,Sample note 5 at 2025-12-09T16:07:35Z,telemetry_20251209_161235.csv
2025-12-09T16:08:35Z,ЛОЖЬ,ИСТИНА,11.78,29.51,628,Sample note 6 at 2025-12-09T16:08:35Z,telemetry_20251209_161235.csv
2025-12-09T16:09:35Z,ИСТИНА,ЛОЖЬ,6.29,-7.02,502,Sample note 7 at 2025-12-09T16:09:35Z,telemetry_20251209_161235.csv
2025-12-09T16:10:35Z,ЛОЖЬ,ЛОЖЬ,9.40,78.70,842,Sample note 8 at 2025-12-09T16:10:35Z,telemetry_20251209_161235.csv
2025-12-09T16:11:35Z,ИСТИНА,ЛОЖЬ,10.36,15.56,632,Sample note 9 at 2025-12-09T16:11:35Z,telemetry_20251209_161235.csv
2025-12-09T16:12:35Z,ЛОЖЬ,ЛОЖЬ,11.58,4.04,81,Sample note 10 at 2025-12-09T16:12:35Z,telemetry_20251209_161235.csv
