recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T20:16:27Z,ИСТИНА,ИСТИНА,3.54,76.96,714,Sample note 1 at 2025-12-09T20:16:27Z,telemetry_20251209_202527.csv
2025-12-09T20:17:27Z,ИСТИНА,ИСТИНА,8.95,5.75,815,Sample note 2 at 2025-12-09T20:17:27Z,telemetry_20251209_202527.csv
2025-12-09T20:18:27Z,ИСТИНА,ЛОЖЬ,4.14,-22.40,676,Sample note 3 at 2025-12-09T20:18:27Z,telemetry_20251209_202527.csv
2025-12-09T20:19:27Z,ИСТИНА,ИСТИНА,11.65,22.39,937,Sample note 4 at 2025-12-09T20:19:27Z,telemetry_20251209_202527.csv
2025-12-09T20:20:27Z,ЛОЖЬ,ИСТИНА,8.77,0.14,595,Sample note 5 at 2025-12-09T20:20:27Z,telemetry_20251209_202527.csv
2025-12-09T20:21:27Z,ЛОЖЬ,ИСТИНА,7.29,28.49,548,Sample note 6 at 2025-12-09T20:21:27Z,telemetry_20251209_202527.csv
2025-12-09T20:22:27Z,ИСТИНА,ЛОЖЬ,12.47,-19.77,416,Sample note 7 at 2025-12-09T20:22:27Z,telemetry_20251209_202527.csv
2025-12-09T20:23:27Z,ЛОЖЬ,ИСТИНА,5.19,-42.01,307,Sample note 8 at 2025-12-09T20:23:27Z,telemetry_20251209_202527.csv
2025-12-09T20:24:27Z,ИСТИНА,ИСТИНА,5.10,-45.16,537,Sample note 9 at 2025-12-09T20:24:27Z,telemetry_20251209_202527.csv
2025-12-09T20:25:27Z,ЛОЖЬ,ЛОЖЬ,9.49,48.01,450,Sample note 10 at 2025-12-09T20:25:27Z,telemetry_20251209_202527.csv
