recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 11:15:09,FALSE,FALSE,10.73,27.89,717,Sample note 1 at 2025-12-06 11:15:09,telemetry_20251206_112409.csv
2025-12-06 11:16:09,FALSE,FALSE,7.57,10.15,221,Sample note 2 at 2025-12-06 11:16:09,telemetry_20251206_112409.csv
2025-12-06 11:17:09,TRUE,FALSE,11.30,45.81,586,Sample note 3 at 2025-12-06 11:17:09,telemetry_20251206_112409.csv
2025-12-06 11:18:09,TRUE,FALSE,12.60,38.58,184,Sample note 4 at 2025-12-06 11:18:09,telemetry_20251206_112409.csv
2025-12-06 11:19:09,FALSE,FALSE,3.27,54.03,439,Sample note 5 at 2025-12-06 11:19:09,telemetry_20251206_112409.csv
2025-12-06 11:20:09,TRUE,FALSE,9.91,-6.72,706,Sample note 6 at 2025-12-06 11:20:09,telemetry_20251206_112409.csv
2025-12-06 11:21:09,FALSE,TRUE,4.22,-41.45,385,Sample note 7 at 2025-12-06 11:21:09,telemetry_20251206_112409.csv
2025-12-06 11:22:09,FALSE,TRUE,5.53,67.59,10,Sample note 8 at 2025-12-06 11:22:09,telemetry_20251206_112409.csv
2025-12-06 11:23:09,TRUE,FALSE,9.14,30.16,479,Sample note 9 at 2025-12-06 11:23:09,telemetry_20251206_112409.csv
2025-12-06 11:24:09,TRUE,TRUE,8.77,-17.29,468,Sample note 10 at 2025-12-06 11:24:09,telemetry_20251206_112409.csv
