recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T20:38:15Z,ИСТИНА,ЛОЖЬ,9.46,16.59,377,Sample note 1 at 2025-12-09T20:38:15Z,telemetry_20251209_204715.csv
2025-12-09T20:39:15Z,ЛОЖЬ,ЛОЖЬ,7.23,-30.03,980,Sample note 2 at 2025-12-09T20:39:15Z,telemetry_20251209_204715.csv
2025-12-09T20:40:15Z,ИСТИНА,ИСТИНА,9.55,78.13,539,Sample note 3 at 2025-12-09T20:40:15Z,telemetry_20251209_204715.csv
2025-12-09T20:41:15Z,ЛОЖЬ,ЛОЖЬ,12.01,-3.70,145,Sample note 4 at 2025-12-09T20:41:15Z,telemetry_20251209_204715.csv
2025-12-09T20:42:15Z,ЛОЖЬ,ЛОЖЬ,6.76,68.16,375,Sample note 5 at 2025-12-09T20:42:15Z,telemetry_20251209_204715.csv
2025-12-09T20:43:15Z,ИСТИНА,ЛОЖЬ,7.80,41.16,976,Sample note 6 at 2025-12-09T20:43:15Z,telemetry_20251209_204715.csv
2025-12-09T20:44:15Z,ИСТИНА,ИСТИНА,8.33,73.66,886,Sample note 7 at 2025-12-09T20:44:15Z,telemetry_20251209_204715.csv
2025-12-09T20:45:15Z,ИСТИНА,ИСТИНА,10.70,60.47,503,Sample note 8 at 2025-12-09T20:45:15Z,telemetry_20251209_204715.csv
2025-12-09T20:46:15Z,ИСТИНА,ИСТИНА,8.58,1.04,323,Sample note 9 at 2025-12-09T20:46:15Z,telemetry_20251209_204715.csv
2025-12-09T20:47:15Z,ЛОЖЬ,ЛОЖЬ,12.49,-3.21,524,Sample note 10 at 2025-12-09T20:47:15Z,telemetry_20251209_204715.csv
