recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T23:04:21Z,ИСТИНА,ИСТИНА,3.52,-18.03,67,Sample note 1 at 2025-12-09T23:04:21Z,telemetry_20251209_231321.csv
2025-12-09T23:05:21Z,ЛОЖЬ,ИСТИНА,10.16,56.94,373,Sample note 2 at 2025-12-09T23:05:21Z,telemetry_20251209_231321.csv
2025-12-09T23:06:21Z,ИСТИНА,ИСТИНА,3.48,79.23,836,Sample note 3 at 2025-12-09T23:06:21Z,telemetry_20251209_231321.csv
2025-12-09T23:07:21Z,ЛОЖЬ,ИСТИНА,8.07,-11.28,145,Sample note 4 at 2025-12-09T23:07:21Z,telemetry_20251209_231321.csv
2025-12-09T23:08:21Z,ЛОЖЬ,ИСТИНА,11.20,64.51,731,Sample note 5 at 2025-12-09T23:08:21Z,telemetry_20251209_231321.csv
2025-12-09T23:09:21Z,ИСТИНА,ЛОЖЬ,5.11,74.21,595,Sample note 6 at 2025-12-09T23:09:21Z,telemetry_20251209_231321.csv
2025-12-09T23:10:21Z,ИСТИНА,ИСТИНА,11.29,0.71,944,Sample note 7 at 2025-12-09T23:10:21Z,telemetry_20251209_231321.csv
2025-12-09T23:11:21Z,ЛОЖЬ,ЛОЖЬ,9.21,-4.68,71,Sample note 8 at 2025-12-09T23:11:21Z,telemetry_20251209_231321.csv
2025-12-09T23:12:21Z,ЛОЖЬ,ИСТИНА,9.57,61.66,826,Sample note 9 at 2025-12-09T23:12:21Z,telemetry_20251209_231321.csv
2025-12-09T23:13:21Z,ИСТИНА,ИСТИНА,8.20,-33.74,875,Sample note 10 at 2025-12-09T23:13:21Z,telemetry_20251209_231321.csv
