recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 10:00:48,TRUE,TRUE,9.85,-12.84,523,Sample note 1 at 2025-12-06 10:00:48,telemetry_20251206_100948.csv
2025-12-06 10:01:48,TRUE,TRUE,8.74,76.73,841,Sample note 2 at 2025-12-06 10:01:48,telemetry_20251206_100948.csv
2025-12-06 10:02:48,FALSE,TRUE,3.88,20.72,484,Sample note 3 at 2025-12-06 10:02:48,telemetry_20251206_100948.csv
2025-12-06 10:03:48,TRUE,TRUE,7.49,24.38,86,Sample note 4 at 2025-12-06 10:03:48,telemetry_20251206_100948.csv
2025-12-06 10:04:48,TRUE,FALSE,5.26,20.70,582,Sample note 5 at 2025-12-06 10:04:48,telemetry_20251206_100948.csv
2025-12-06 10:05:48,TRUE,TRUE,12.37,52.83,890,Sample note 6 at 2025-12-06 10:05:48,telemetry_20251206_100948.csv
2025-12-06 10:06:48,FALSE,FALSE,11.22,-37.99,953,Sample note 7 at 2025-12-06 10:06:48,telemetry_20251206_100948.csv
2025-12-06 10:07:48,FALSE,FALSE,11.57,-24.32,704,Sample note 8 at 2025-12-06 10:07:48,telemetry_20251206_100948.csv
2025-12-06 10:08:48,TRUE,TRUE,7.82,38.80,426,Sample note 9 at 2025-12-06 10:08:48,telemetry_20251206_100948.csv
2025-12-06 10:09:48,TRUE,FALSE,4.92,45.60,911,Sample note 10 at 2025-12-06 10:09:48,telemetry_20251206_100948.csv
