recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T16:27:09Z,ИСТИНА,ЛОЖЬ,5.30,68.23,439,Sample note 1 at 2025-12-09T16:27:09Z,telemetry_20251209_163609.csv
2025-12-09T16:28:09Z,ЛОЖЬ,ЛОЖЬ,9.99,-32.94,535,Sample note 2 at 2025-12-09T16:28:09Z,telemetry_20251209_163609.csv
2025-12-09T16:29:09Z,ЛОЖЬ,ИСТИНА,8.70,32.29,431,Sample note 3 at 2025-12-09T16:29:09Z,telemetry_20251209_163609.csv
2025-12-09T16:30:09Z,ЛОЖЬ,ЛОЖЬ,7.92,11.25,47,Sample note 4 at 2025-12-09T16:30:09Z,telemetry_20251209_163609.csv
2025-12-09T16:31:09Z,ЛОЖЬ,ИСТИНА,4.12,-22.72,833,Sample note 5 at 2025-12-09T16:31:09Z,telemetry_20251209_163609.csv
2025-12-09T16:32:09Z,ЛОЖЬ,ЛОЖЬ,3.21,32.79,517,Sample note 6 at 2025-12-09T16:32:09Z,telemetry_20251209_163609.csv
2025-12-09T16:33:09Z,ИСТИНА,ЛОЖЬ,10.77,38.72,859,Sample note 7 at 2025-12-09T16:33:09Z,telemetry_20251209_163609.csv
2025-12-09T16:34:09Z,ЛОЖЬ,ЛОЖЬ,5.31,-21.97,963,Sample note 8 at 2025-12-09T16:34:09Z,telemetry_20251209_163609.csv
2025-12-09T16:35:09Z,ИСТИНА,ИСТИНА,4.45,74.30,202,Sample note 9 at 2025-12-09T16:35:09Z,telemetry_20251209_163609.csv
2025-12-09T16:36:09Z,ИСТИНА,ЛОЖЬ,5.72,67.33,450,Sample note 10 at 2025-12-09T16:36:09Z,telemetry_20251209_163609.csv
