recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 00:52:30,FALSE,FALSE,7.92,65.01,328,Sample note 1 at 2025-12-06 00:52:30,telemetry_20251206_010130.csv
2025-12-06 00:53:30,TRUE,FALSE,4.01,13.16,504,Sample note 2 at 2025-12-06 00:53:30,telemetry_20251206_010130.csv
2025-12-06 00:54:30,TRUE,FALSE,8.16,70.46,466,Sample note 3 at 2025-12-06 00:54:30,telemetry_20251206_010130.csv
2025-12-06 00:55:30,FALSE,FALSE,10.79,2.27,354,Sample note 4 at 2025-12-06 00:55:30,telemetry_20251206_010130.csv
2025-12-06 00:56:30,TRUE,TRUE,8.03,21.89,935,Sample note 5 at 2025-12-06 00:56:30,telemetry_20251206_010130.csv
2025-12-06 00:57:30,FALSE,FALSE,3.32,61.65,225,Sample note 6 at 2025-12-06 00:57:30,telemetry_20251206_010130.csv
2025-12-06 00:58:30,TRUE,FALSE,12.60,64.99,20,Sample note 7 at 2025-12-06 00:58:30,telemetry_20251206_010130.csv
2025-12-06 00:59:30,FALSE,FALSE,8.35,-1.43,518,Sample note 8 at 2025-12-06 00:59:30,telemetry_20251206_010130.csv
2025-12-06 01:00:30,TRUE,TRUE,10.24,43.14,806,Sample note 9 at 2025-12-06 01:00:30,telemetry_20251206_010130.csv
2025-12-06 01:01:30,TRUE,TRUE,8.45,-5.61,116,Sample note 10 at 2025-12-06 01:01:30,telemetry_20251206_010130.csv
