recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 07:05:32,FALSE,TRUE,4.38,33.06,288,Sample note 1 at 2025-12-06 07:05:32,telemetry_20251206_071432.csv
2025-12-06 07:06:32,TRUE,TRUE,3.81,5.53,958,Sample note 2 at 2025-12-06 07:06:32,telemetry_20251206_071432.csv
2025-12-06 07:07:32,FALSE,TRUE,12.27,-34.34,736,Sample note 3 at 2025-12-06 07:07:32,telemetry_20251206_071432.csv
2025-12-06 07:08:32,TRUE,TRUE,9.36,-6.52,934,Sample note 4 at 2025-12-06 07:08:32,telemetry_20251206_071432.csv
2025-12-06 07:09:32,TRUE,FALSE,11.99,4.98,209,Sample note 5 at 2025-12-06 07:09:32,telemetry_20251206_071432.csv
2025-12-06 07:10:32,TRUE,TRUE,6.82,48.59,507,Sample note 6 at 2025-12-06 07:10:32,telemetry_20251206_071432.csv
2025-12-06 07:11:32,FALSE,FALSE,10.92,-32.11,39,Sample note 7 at 2025-12-06 07:11:32,telemetry_20251206_071432.csv
2025-12-06 07:12:32,TRUE,FALSE,9.81,-30.77,775,Sample note 8 at 2025-12-06 07:12:32,telemetry_20251206_071432.csv
2025-12-06 07:13:32,TRUE,FALSE,11.81,65.14,478,Sample note 9 at 2025-12-06 07:13:32,telemetry_20251206_071432.csv
2025-12-06 07:14:32,FALSE,TRUE,10.73,-41.73,544,Sample note 10 at 2025-12-06 07:14:32,telemetry_20251206_071432.csv
