recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 10:09:56,TRUE,TRUE,8.80,17.05,846,Sample note 1 at 2025-12-06 10:09:56,telemetry_20251206_101856.csv
2025-12-06 10:10:56,FALSE,TRUE,4.41,70.41,102,Sample note 2 at 2025-12-06 10:10:56,telemetry_20251206_101856.csv
2025-12-06 10:11:56,TRUE,TRUE,4.32,-48.70,226,Sample note 3 at 2025-12-06 10:11:56,telemetry_20251206_101856.csv
2025-12-06 10:12:56,TRUE,TRUE,7.12,-9.39,469,Sample note 4 at 2025-12-06 10:12:56,telemetry_20251206_101856.csv
2025-12-06 10:13:56,FALSE,TRUE,8.18,-14.07,45,Sample note 5 at 2025-12-06 10:13:56,telemetry_20251206_101856.csv
2025-12-06 10:14:56,FALSE,TRUE,5.85,40.02,405,Sample note 6 at 2025-12-06 10:14:56,telemetry_20251206_101856.csv
2025-12-06 10:15:56,FALSE,TRUE,9.22,-8.40,833,Sample note 7 at 2025-12-06 10:15:56,telemetry_20251206_101856.csv
2025-12-06 10:16:56,TRUE,FALSE,10.53,-36.27,911,Sample note 8 at 2025-12-06 10:16:56,telemetry_20251206_101856.csv
2025-12-06 10:17:56,TRUE,TRUE,12.48,11.78,584,Sample note 9 at 2025-12-06 10:17:56,telemetry_20251206_101856.csv
2025-12-06 10:18:56,TRUE,TRUE,12.11,-48.12,381,Sample note 10 at 2025-12-06 10:18:56,telemetry_20251206_101856.csv
