recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T12:44:55Z,ИСТИНА,ИСТИНА,10.60,57.15,513,Sample note 1 at 2025-12-09T12:44:55Z,telemetry_20251209_125355.csv
2025-12-09T12:45:55Z,ИСТИНА,ИСТИНА,3.79,-31.20,960,Sample note 2 at 2025-12-09T12:45:55Z,telemetry_20251209_125355.csv
2025-12-09T12:46:55Z,ИСТИНА,ИСТИНА,7.31,62.65,200,Sample note 3 at 2025-12-09T12:46:55Z,telemetry_20251209_125355.csv
2025-12-09T12:47:55Z,ИСТИНА,ЛОЖЬ,5.83,35.21,365,Sample note 4 at 2025-12-09T12:47:55Z,telemetry_20251209_125355.csv
2025-12-09T12:48:55Z,ЛОЖЬ,ЛОЖЬ,6.06,52.67,38,Sample note 5 at 2025-12-09T12:48:55Z,telemetry_20251209_125355.csv
2025-12-09T12:49:55Z,ЛОЖЬ,ИСТИНА,7.10,-47.01,596,Sample note 6 at 2025-12-09T12:49:55Z,telemetry_20251209_125355.csv
2025-12-09T12:50:55Z,ИСТИНА,ЛОЖЬ,8.40,0.79,860,Sample note 7 at 2025-12-09T12:50:55Z,telemetry_20251209_125355.csv
2025-12-09T12:51:55Z,ЛОЖЬ,ИСТИНА,4.26,12.36,352,Sample note 8 at 2025-12-09T12:51:55Z,telemetry_20251209_125355.csv
2025-12-09T12:52:55Z,ЛОЖЬ,ИСТИНА,6.09,35.44,36,Sample note 9 at 2025-12-09T12:52:55Z,telemetry_20251209_125355.csv
2025-12-09T12:53:55Z,ЛОЖЬ,ИСТИНА,3.22,-47.80,870,Sample note 10 at 2025-12-09T12:53:55Z,telemetry_20251209_125355.csv
