recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T20:48:15Z,ЛОЖЬ,ИСТИНА,12.01,78.85,55,Sample note 1 at 2025-12-09T20:48:15Z,telemetry_20251209_205715.csv
2025-12-09T20:49:15Z,ЛОЖЬ,ИСТИНА,10.58,-12.93,736,Sample note 2 at 2025-12-09T20:49:15Z,telemetry_20251209_205715.csv
2025-12-09T20:50:15Z,ИСТИНА,ИСТИНА,4.98,-22.49,146,Sample note 3 at 2025-12-09T20:50:15Z,telemetry_20251209_205715.csv
2025-12-09T20:51:15Z,ИСТИНА,ЛОЖЬ,9.51,9.03,928,Sample note 4 at 2025-12-09T20:51:15Z,telemetry_20251209_205715.csv
2025-12-09T20:52:15Z,ЛОЖЬ,ЛОЖЬ,8.14,-11.29,213,Sample note 5 at 2025-12-09T20:52:15Z,telemetry_20251209_205715.csv
2025-12-09T20:53:15Z,ИСТИНА,ИСТИНА,7.73,53.64,255,Sample note 6 at 2025-12-09T20:53:15Z,telemetry_20251209_205715.csv
2025-12-09T20:54:15Z,ИСТИНА,ЛОЖЬ,4.00,-8.38,582,Sample note 7 at 2025-12-09T20:54:15Z,telemetry_20251209_205715.csv
2025-12-09T20:55:15Z,ИСТИНА,ИСТИНА,7.91,-3.48,820,Sample note 8 at 2025-12-09T20:55:15Z,telemetry_20251209_205715.csv
2025-12-09T20:56:15Z,ЛОЖЬ,ЛОЖЬ,3.46,48.61,551,Sample note 9 at 2025-12-09T20:56:15Z,telemetry_20251209_205715.csv
2025-12-09T20:57:15Z,ЛОЖЬ,ИСТИНА,10.47,22.13,338,Sample note 10 at 2025-12-09T20:57:15Z,telemetry_20251209_205715.csv
