recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 07:49:40,TRUE,TRUE,7.94,1.18,854,Sample note 1 at 2025-12-06 07:49:40,telemetry_20251206_075840.csv
2025-12-06 07:50:40,TRUE,TRUE,10.54,-8.72,530,Sample note 2 at 2025-12-06 07:50:40,telemetry_20251206_075840.csv
2025-12-06 07:51:40,TRUE,FALSE,11.60,20.77,612,Sample note 3 at 2025-12-06 07:51:40,telemetry_20251206_075840.csv
2025-12-06 07:52:40,TRUE,TRUE,7.96,-27.43,883,Sample note 4 at 2025-12-06 07:52:40,telemetry_20251206_075840.csv
2025-12-06 07:53:40,FALSE,TRUE,12.13,69.53,15,Sample note 5 at 2025-12-06 07:53:40,telemetry_20251206_075840.csv
2025-12-06 07:54:40,FALSE,FALSE,9.56,-41.47,281,Sample note 6 at 2025-12-06 07:54:40,telemetry_20251206_075840.csv
2025-12-06 07:55:40,TRUE,TRUE,5.42,-13.06,144,Sample note 7 at 2025-12-06 07:55:40,telemetry_20251206_075840.csv
2025-12-06 07:56:40,TRUE,FALSE,11.08,18.98,18,Sample note 8 at 2025-12-06 07:56:40,telemetry_20251206_075840.csv
2025-12-06 07:57:40,FALSE,FALSE,3.80,25.67,174,Sample note 9 at 2025-12-06 07:57:40,telemetry_20251206_075840.csv
2025-12-06 07:58:40,TRUE,TRUE,3.67,73.75,330,Sample note 10 at 2025-12-06 07:58:40,telemetry_20251206_075840.csv
