recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T13:05:05Z,ИСТИНА,ЛОЖЬ,3.88,-5.83,484,Sample note 1 at 2025-12-09T13:05:05Z,telemetry_20251209_131405.csv
2025-12-09T13:06:05Z,ЛОЖЬ,ЛОЖЬ,7.65,-39.01,390,Sample note 2 at 2025-12-09T13:06:05Z,telemetry_20251209_131405.csv
2025-12-09T13:07:05Z,ИСТИНА,ЛОЖЬ,5.33,-23.25,884,Sample note 3 at 2025-12-09T13:07:05Z,telemetry_20251209_131405.csv
2025-12-09T13:08:05Z,ЛОЖЬ,ЛОЖЬ,9.83,64.35,133,Sample note 4 at 2025-12-09T13:08:05Z,telemetry_20251209_131405.csv
2025-12-09T13:09:05Z,ИСТИНА,ИСТИНА,6.37,26.03,57,Sample note 5 at 2025-12-09T13:09:05Z,telemetry_20251209_131405.csv
2025-12-09T13:10:05Z,ЛОЖЬ,ЛОЖЬ,4.45,-14.97,116,Sample note 6 at 2025-12-09T13:10:05Z,telemetry_20251209_131405.csv
2025-12-09T13:11:05Z,ЛОЖЬ,ЛОЖЬ,9.07,51.97,870,Sample note 7 at 2025-12-09T13:11:05Z,telemetry_20251209_131405.csv
2025-12-09T13:12:05Z,ИСТИНА,ЛОЖЬ,9.84,74.85,897,Sample note 8 at 2025-12-09T13:12:05Z,telemetry_20251209_131405.csv
2025-12-09T13:13:05Z,ИСТИНА,ИСТИНА,6.36,48.22,450,Sample note 9 at 2025-12-09T13:13:05Z,telemetry_20251209_131405.csv
2025-12-09T13:14:05Z,ИСТИНА,ИСТИНА,11.20,-40.61,930,Sample note 10 at 2025-12-09T13:14:05Z,telemetry_20251209_131405.csv
