recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 00:42:30,TRUE,FALSE,12.33,-44.69,64,Sample note 1 at 2025-12-06 00:42:30,telemetry_20251206_005130.csv
2025-12-06 00:43:30,FALSE,TRUE,12.47,74.49,274,Sample note 2 at 2025-12-06 00:43:30,telemetry_20251206_005130.csv
2025-12-06 00:44:30,TRUE,TRUE,9.71,-30.11,705,Sample note 3 at 2025-12-06 00:44:30,telemetry_20251206_005130.csv
2025-12-06 00:45:30,FALSE,TRUE,12.51,-34.05,234,Sample note 4 at 2025-12-06 00:45:30,telemetry_20251206_005130.csv
2025-12-06 00:46:30,FALSE,TRUE,10.77,34.46,370,Sample note 5 at 2025-12-06 00:46:30,telemetry_20251206_005130.csv
2025-12-06 00:47:30,FALSE,TRUE,10.80,13.77,378,Sample note 6 at 2025-12-06 00:47:30,telemetry_20251206_005130.csv
2025-12-06 00:48:30,TRUE,TRUE,4.04,66.87,637,Sample note 7 at 2025-12-06 00:48:30,telemetry_20251206_005130.csv
2025-12-06 00:49:30,FALSE,TRUE,3.92,-26.65,188,Sample note 8 at 2025-12-06 00:49:30,telemetry_20251206_005130.csv
2025-12-06 00:50:30,TRUE,TRUE,6.52,13.65,860,Sample note 9 at 2025-12-06 00:50:30,telemetry_20251206_005130.csv
2025-12-06 00:51:30,TRUE,TRUE,3.91,-47.73,425,Sample note 10 at 2025-12-06 00:51:30,telemetry_20251206_005130.csv
