recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 00:37:30,TRUE,FALSE,3.80,-7.62,446,Sample note 1 at 2025-12-06 00:37:30,telemetry_20251206_004630.csv
2025-12-06 00:38:30,FALSE,FALSE,10.73,45.71,260,Sample note 2 at 2025-12-06 00:38:30,telemetry_20251206_004630.csv
2025-12-06 00:39:30,FALSE,TRUE,7.81,23.53,123,Sample note 3 at 2025-12-06 00:39:30,telemetry_20251206_004630.csv
2025-12-06 00:40:30,FALSE,FALSE,11.15,-17.41,166,Sample note 4 at 2025-12-06 00:40:30,telemetry_20251206_004630.csv
2025-12-06 00:41:30,FALSE,TRUE,7.73,-18.18,946,Sample note 5 at 2025-12-06 00:41:30,telemetry_20251206_004630.csv
2025-12-06 00:42:30,TRUE,FALSE,5.36,4.49,468,Sample note 6 at 2025-12-06 00:42:30,telemetry_20251206_004630.csv
2025-12-06 00:43:30,TRUE,FALSE,3.76,-12.48,445,Sample note 7 at 2025-12-06 00:43:30,telemetry_20251206_004630.csv
2025-12-06 00:44:30,TRUE,TRUE,4.09,-41.82,881,Sample note 8 at 2025-12-06 00:44:30,telemetry_20251206_004630.csv
2025-12-06 00:45:30,TRUE,FALSE,3.73,36.76,815,Sample note 9 at 2025-12-06 00:45:30,telemetry_20251206_004630.csv
2025-12-06 00:46:30,TRUE,FALSE,11.97,2.28,193,Sample note 10 at 2025-12-06 00:46:30,telemetry_20251206_004630.csv
