recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T12:57:12Z,ЛОЖЬ,ЛОЖЬ,8.46,0.51,347,Sample note 1 at 2025-12-09T12:57:12Z,telemetry_20251209_130612.csv
2025-12-09T12:58:12Z,ИСТИНА,ИСТИНА,4.40,13.53,568,Sample note 2 at 2025-12-09T12:58:12Z,telemetry_20251209_130612.csv
2025-12-09T12:59:12Z,ИСТИНА,ИСТИНА,8.40,-29.22,235,Sample note 3 at 2025-12-09T12:59:12Z,telemetry_20251209_130612.csv
2025-12-09T13:00:12Z,ЛОЖЬ,ЛОЖЬ,12.04,19.64,761,Sample note 4 at 2025-12-09T13:00:12Z,telemetry_20251209_130612.csv
2025-12-09T13:01:12Z,ЛОЖЬ,ЛОЖЬ,7.36,-1.54,61,Sample note 5 at 2025-12-09T13:01:12Z,telemetry_20251209_130612.csv
2025-12-09T13:02:12Z,ИСТИНА,ЛОЖЬ,10.42,23.59,563,Sample note 6 at 2025-12-09T13:02:12Z,telemetry_20251209_130612.csv
2025-12-09T13:03:12Z,ИСТИНА,ЛОЖЬ,7.54,56.94,327,Sample note 7 at 2025-12-09T13:03:12Z,telemetry_20251209_130612.csv
2025-12-09T13:04:12Z,ИСТИНА,ИСТИНА,10.41,-38.25,986,Sample note 8 at 2025-12-09T13:04:12Z,telemetry_20251209_130612.csv
2025-12-09T13:05:12Z,ИСТИНА,ЛОЖЬ,4.15,37.90,670,Sample note 9 at 2025-12-09T13:05:12Z,telemetry_20251209_130612.csv
2025-12-09T13:06:12Z,ИСТИНА,ЛОЖЬ,12.51,40.93,853,Sample note 10 at 2025-12-09T13:06:12Z,telemetry_20251209_130612.csv
