recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T21:00:52Z,ЛОЖЬ,ИСТИНА,9.94,37.56,213,Sample note 1 at 2025-12-09T21:00:52Z,telemetry_20251209_210952.csv
2025-12-09T21:01:52Z,ЛОЖЬ,ЛОЖЬ,6.79,59.34,767,Sample note 2 at 2025-12-09T21:01:52Z,telemetry_20251209_210952.csv
2025-12-09T21:02:52Z,ИСТИНА,ИСТИНА,11.36,-11.58,283,Sample note 3 at 2025-12-09T21:02:52Z,telemetry_20251209_210952.csv
2025-12-09T21:03:52Z,ИСТИНА,ИСТИНА,7.77,24.75,276,Sample note 4 at 2025-12-09T21:03:52Z,telemetry_20251209_210952.csv
2025-12-09T21:04:52Z,ИСТИНА,ЛОЖЬ,12.50,-32.82,114,Sample note 5 at 2025-12-09T21:04:52Z,telemetry_20251209_210952.csv
2025-12-09T21:05:52Z,ИСТИНА,ИСТИНА,4.88,-9.45,117,Sample note 6 at 2025-12-09T21:05:52Z,telemetry_20251209_210952.csv
2025-12-09T21:06:52Z,ИСТИНА,ИСТИНА,7.03,-28.93,549,Sample note 7 at 2025-12-09T21:06:52Z,telemetry_20251209_210952.csv
2025-12-09T21:07:52Z,ЛОЖЬ,ИСТИНА,11.79,37.17,366,Sample note 8 at 2025-12-09T21:07:52Z,telemetry_20251209_210952.csv
2025-12-09T21:08:52Z,ИСТИНА,ИСТИНА,5.37,-25.15,12,Sample note 9 at 2025-12-09T21:08:52Z,telemetry_20251209_210952.csv
2025-12-09T21:09:52Z,ЛОЖЬ,ЛОЖЬ,5.88,34.15,771,Sample note 10 at 2025-12-09T21:09:52Z,telemetry_20251209_210952.csv
