recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T21:06:51Z,ЛОЖЬ,ЛОЖЬ,11.83,-40.89,19,Sample note 1 at 2025-12-09T21:06:51Z,telemetry_20251209_211551.csv
2025-12-09T21:07:51Z,ИСТИНА,ЛОЖЬ,4.25,15.39,772,Sample note 2 at 2025-12-09T21:07:51Z,telemetry_20251209_211551.csv
2025-12-09T21:08:51Z,ЛОЖЬ,ИСТИНА,6.69,-12.56,268,Sample note 3 at 2025-12-09T21:08:51Z,telemetry_20251209_211551.csv
2025-12-09T21:09:51Z,ЛОЖЬ,ИСТИНА,5.27,10.84,940,Sample note 4 at 2025-12-09T21:09:51Z,telemetry_20251209_211551.csv
2025-12-09T21:10:51Z,ЛОЖЬ,ЛОЖЬ,7.73,-44.56,985,Sample note 5 at 2025-12-09T21:10:51Z,telemetry_20251209_211551.csv
2025-12-09T21:11:51Z,ИСТИНА,ИСТИНА,9.85,68.29,779,Sample note 6 at 2025-12-09T21:11:51Z,telemetry_20251209_211551.csv
2025-12-09T21:12:51Z,ЛОЖЬ,ЛОЖЬ,12.58,-32.52,338,Sample note 7 at 2025-12-09T21:12:51Z,telemetry_20251209_211551.csv
2025-12-09T21:13:51Z,ЛОЖЬ,ИСТИНА,6.14,-46.95,399,Sample note 8 at 2025-12-09T21:13:51Z,telemetry_20251209_211551.csv
2025-12-09T21:14:51Z,ЛОЖЬ,ИСТИНА,10.17,29.91,547,Sample note 9 at 2025-12-09T21:14:51Z,telemetry_20251209_211551.csv
2025-12-09T21:15:51Z,ИСТИНА,ИСТИНА,6.83,34.14,493,Sample note 10 at 2025-12-09T21:15:51Z,telemetry_20251209_211551.csv
