recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T20:43:15Z,ИСТИНА,ЛОЖЬ,4.15,-0.12,762,Sample note 1 at 2025-12-09T20:43:15Z,telemetry_20251209_205215.csv
2025-12-09T20:44:15Z,ЛОЖЬ,ИСТИНА,6.30,-32.12,952,Sample note 2 at 2025-12-09T20:44:15Z,telemetry_20251209_205215.csv
2025-12-09T20:45:15Z,ИСТИНА,ЛОЖЬ,7.85,17.87,762,Sample note 3 at 2025-12-09T20:45:15Z,telemetry_20251209_205215.csv
2025-12-09T20:46:15Z,ИСТИНА,ЛОЖЬ,5.94,-45.88,799,Sample note 4 at 2025-12-09T20:46:15Z,telemetry_20251209_205215.csv
2025-12-09T20:47:15Z,ЛОЖЬ,ЛОЖЬ,9.62,72.30,56,Sample note 5 at 2025-12-09T20:47:15Z,telemetry_20251209_205215.csv
2025-12-09T20:48:15Z,ИСТИНА,ИСТИНА,7.68,-45.20,317,Sample note 6 at 2025-12-09T20:48:15Z,telemetry_20251209_205215.csv
2025-12-09T20:49:15Z,ЛОЖЬ,ЛОЖЬ,5.26,26.76,321,Sample note 7 at 2025-12-09T20:49:15Z,telemetry_20251209_205215.csv
2025-12-09T20:50:15Z,ЛОЖЬ,ИСТИНА,4.66,4.19,68,Sample note 8 at 2025-12-09T20:50:15Z,telemetry_20251209_205215.csv
2025-12-09T20:51:15Z,ИСТИНА,ИСТИНА,7.36,-43.85,958,Sample note 9 at 2025-12-09T20:51:15Z,telemetry_20251209_205215.csv
2025-12-09T20:52:15Z,ИСТИНА,ИСТИНА,12.34,-33.92,249,Sample note 10 at 2025-12-09T20:52:15Z,telemetry_20251209_205215.csv
