recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 10:24:56,TRUE,TRUE,10.01,24.61,477,Sample note 1 at 2025-12-06 10:24:56,telemetry_20251206_103356.csv
2025-12-06 10:25:56,TRUE,TRUE,7.45,9.67,386,Sample note 2 at 2025-12-06 10:25:56,telemetry_20251206_103356.csv
2025-12-06 10:26:56,FALSE,FALSE,4.94,9.69,9,Sample note 3 at 2025-12-06 10:26:56,telemetry_20251206_103356.csv
2025-12-06 10:27:56,FALSE,TRUE,5.76,29.37,216,Sample note 4 at 2025-12-06 10:27:56,telemetry_20251206_103356.csv
2025-12-06 10:28:56,TRUE,TRUE,4.16,-36.12,184,Sample note 5 at 2025-12-06 10:28:56,telemetry_20251206_103356.csv
2025-12-06 10:29:56,TRUE,FALSE,8.10,-7.87,63,Sample note 6 at 2025-12-06 10:29:56,telemetry_20251206_103356.csv
2025-12-06 10:30:56,FALSE,TRUE,5.63,68.25,378,Sample note 7 at 2025-12-06 10:30:56,telemetry_20251206_103356.csv
2025-12-06 10:31:56,FALSE,TRUE,3.42,-14.87,353,Sample note 8 at 2025-12-06 10:31:56,telemetry_20251206_103356.csv
2025-12-06 10:32:56,FALSE,TRUE,5.14,58.10,734,Sample note 9 at 2025-12-06 10:32:56,telemetry_20251206_103356.csv
2025-12-06 10:33:56,TRUE,TRUE,10.34,-37.48,527,Sample note 10 at 2025-12-06 10:33:56,telemetry_20251206_103356.csv
