recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-09T12:39:12Z,ИСТИНА,ИСТИНА,9.74,65.02,625,Sample note 1 at 2025-12-09T12:39:12Z,telemetry_20251209_124812.csv
2025-12-09T12:40:12Z,ИСТИНА,ЛОЖЬ,10.19,-32.52,770,Sample note 2 at 2025-12-09T12:40:12Z,telemetry_20251209_124812.csv
2025-12-09T12:41:12Z,ЛОЖЬ,ЛОЖЬ,7.01,-15.77,871,Sample note 3 at 2025-12-09T12:41:12Z,telemetry_20251209_124812.csv
2025-12-09T12:42:12Z,ИСТИНА,ЛОЖЬ,8.63,-47.79,506,Sample note 4 at 2025-12-09T12:42:12Z,telemetry_20251209_124812.csv
2025-12-09T12:43:12Z,ИСТИНА,ИСТИНА,10.29,-29.45,492,Sample note 5 at 2025-12-09T12:43:12Z,telemetry_20251209_124812.csv
2025-12-09T12:44:12Z,ИСТИНА,ИСТИНА,10.00,47.36,128,Sample note 6 at 2025-12-09T12:44:12Z,telemetry_20251209_124812.csv
2025-12-09T12:45:12Z,ЛОЖЬ,ЛОЖЬ,7.97,-30.13,276,Sample note 7 at 2025-12-09T12:45:12Z,telemetry_20251209_124812.csv
2025-12-09T12:46:12Z,ЛОЖЬ,ИСТИНА,11.02,50.06,544,Sample note 8 at 2025-12-09T12:46:12Z,telemetry_20251209_124812.csv
2025-12-09T12:47:12Z,ЛОЖЬ,ЛОЖЬ,8.10,31.18,180,Sample note 9 at 2025-12-09T12:47:12Z,telemetry_20251209_124812.csv
2025-12-09T12:48:12Z,ЛОЖЬ,ЛОЖЬ,10.11,49.90,314,Sample note 10 at 2025-12-09T12:48:12Z,telemetry_20251209_124812.csv
