recorded_at,flag_A,flag_B,voltage,temp,count,note,source_file
2025-12-06 07:25:33,FALSE,FALSE,8.22,-31.38,45,Sample note 1 at 2025-12-06 07:25:33,telemetry_20251206_073433.csv
2025-12-06 07:26:33,TRUE,FALSE,9.90,42.91,426,Sample note 2 at 2025-12-06 07:26:33,telemetry_20251206_073433.csv
2025-12-06 07:27:33,TRUE,TRUE,5.80,76.64,61,Sample note 3 at 2025-12-06 07:27:33,telemetry_20251206_073433.csv
2025-12-06 07:28:33,TRUE,TRUE,9.72,-14.12,534,Sample note 4 at 2025-12-06 07:28:33,telemetry_20251206_073433.csv
2025-12-06 07:29:33,FALSE,FALSE,12.54,51.09,603,Sample note 5 at 2025-12-06 07:29:33,telemetry_20251206_073433.csv
2025-12-06 07:30:33,FALSE,FALSE,9.20,38.37,520,Sample note 6 at 2025-12-06 07:30:33,telemetry_20251206_073433.csv
2025-12-06 07:31:33,TRUE,TRUE,10.02,76.12,666,Sample note 7 at 2025-12-06 07:31:33,telemetry_20251206_073433.csv
2025-12-06 07:32:33,FALSE,TRUE,11.69,-21.89,611,Sample note 8 at 2025-12-06 07:32:33,telemetry_20251206_073433.csv
2025-12-06 07:33:33,TRUE,FALSE,5.60,-26.68,472,Sample note 9 at 2025-12-06 07:33:33,telemetry_20251206_073433.csv
2025-12-06 07:34:33,TRUE,FALSE,4.88,-30.13,944,Sample note 10 at 2025-12-06 07:34:33,telemetry_20251206_073433.csv
